合豐商行,台中市潭子區復興路二段130號一樓之6,林椿宏,935037007,1,hefeng,0
太源冰行,台中市南屯區黎明路二段860巷49號,劉振赫,423831213,1,NULL,NULL
臻如意純水製冰公司,台中市烏日區福泰街151之1號,李秀摘,423350962,1,NULL,NULL
舞讚紅茶冰潭子頭張店,台中市潭子區頭張路二段6號,王嘉銘,906288790,0,client,0
鑫旺免洗餐具行豐原營業處,臺中市豐原區三村里西勢路229號後側,洪順銘,425152341,1,NULL,NULL
